종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"035760","CJ ENM","KOSDAQ GLOBAL","중견기업부","70400","-4900","-6.51","75000","75800","69000","174737","12311263050","1543812441600","21929154"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","9510","-10","-0.11","9520","9530","9380","5257","49665830","124252543620","13065462"
"00104K","CJ4우(전환)","KOSPI",,"129900","-4000","-2.99","134400","134600","127000","9658","1245810800","549023908800","4226512"
"000120","CJ대한통운","KOSPI",,"90300","1700","1.92","89100","90700","88100","36839","3300012300","2059954663200","22812344"
"011150","CJ씨푸드","KOSPI",,"3070","-15","-0.49","3070","3090","3020","314008","957618315","110307473110","35930773"
"011155","CJ씨푸드1우","KOSPI",,"17990","170","0.95","17950","17990","17660","80","1429490","3598000000","200000"
"001045","CJ우","KOSPI",,"84300","-4100","-4.64","88700","88700","83400","13104","1107087000","190536798900","2260223"
"097950","CJ제일제당","KOSPI",,"267000","12500","4.91","259500","267250","255000","113878","29889777500","4019467662000","15054186"
"097955","CJ제일제당 우","KOSPI",,"152100","1900","1.26","150500","152500","149500","7293","1103506950","201902559300","1327433"
"051500","CJ프레시웨이","KOSDAQ","우량기업부","28600","400","1.42","28200","28700","27700","34767","982229325","339527359600","11871586"
"058820","CMG제약","KOSDAQ","중견기업부","1999","2","0.10","1997","2020","1982","557500","1112461785","285970009467","143056533"
"023460","CNH","KOSDAQ","관리종목(소속부없음)","109","0","0.00","0","0","0","0","0","4054800000","37200000"
"056730","CNT85","KOSDAQ","벤처기업부","804","-2","-0.25","801","834","797","16912","13537272","59585393544","74111186"
"000480","CR홀딩스","KOSPI",,"5440","0","0.00","5460","5470","5400","2801","15181360","255084265600","46890490"
"065770","CS","KOSDAQ","벤처기업부","1066","42","4.10","1028","1180","1014","860471","944001889","20692264580","19411130"
"083660","CSA 코스믹","KOSDAQ","중견기업부","2785","15","0.54","2800","2885","2600","663957","1818558230","170573399085","61247181"
"000590","CS홀딩스","KOSPI",,"90200","-4400","-4.65","94400","95600","89500","741","67893600","104134276400","1154482"
"012030","DB","KOSPI",,"1530","-51","-3.23","1585","1600","1513","865642","1333194706","307796117490","201173933"
"477760","DB금융스팩12호","KOSDAQ","SPAC(소속부없음)","2075","-15","-0.72","2085","2095","2075","9469","19722442","12118000000","5840000"
"005830","DB손해보험","KOSPI",,"122900","-2900","-2.31","125200","126300","121700","138670","17134523200","8701320000000","70800000"
"016610","DB증권","KOSPI",,"8280","-100","-1.19","8480","8480","8140","147576","1218603820","351456100920","42446389"
"000990","DB하이텍","KOSPI",,"45850","-850","-1.82","46700","46700","45100","134686","6145680500","2035675259800","44398588"
"099520","DGI","KOSDAQ","관리종목(소속부없음)","1284","0","0.00","0","0","0","0","0","58141862016","45281824"
"060900","DGP","KOSDAQ","중견기업부","1239","-4","-0.32","1350","1540","1239","3891433","5411384168","32367671931","26124029"
"000300","DH오토넥스","KOSPI",,"1984","0","0.00","0","0","0","0","0","162944308992","82129188"
"290120","DH오토리드","KOSDAQ","우량기업부","2660","0","0.00","2690","2690","2605","33665","89332885","42092502340","15824249"
"025440","DH오토웨어","KOSDAQ","중견기업부","797","-11","-1.36","818","818","791","136943","109128776","38878635528","48781224"
"001530","DI동일","KOSPI",,"40650","-1350","-3.21","41550","41850","40000","73325","2977122925","801437798550","19715567"
"015590","DKME","KOSPI",,"515","0","0.00","0","0","0","0","0","122045495160","236981544"
"000210","DL","KOSPI",,"47050","-1750","-3.59","48550","48800","46350","125282","5884403075","985974342200","20955884"
"000215","DL우","KOSPI",,"24850","-300","-1.19","25950","25950","24300","5870","145673400","41899957750","1686115"
"375500","DL이앤씨","KOSPI",,"52500","-1000","-1.87","54900","55100","50500","465064","24294241950","2031415207500","38693623"
"37550L","DL이앤씨2우(전환)","KOSPI",,"35550","-150","-0.42","35750","36000","34500","4396","153773750","75079858050","2111951"
"37550K","DL이앤씨우","KOSPI",,"23650","50","0.21","24100","24100","23100","7881","183947250","49993380250","2113885"
"068790","DMS","KOSDAQ","관리종목(소속부없음)","6330","0","0.00","0","0","0","0","0","149939488590","23687123"
"007340","DN오토모티브","KOSPI",,"23300","500","2.19","22750","23300","22450","60752","1387831250","1363303154500","58510865"
"004840","DRB동일","KOSPI",,"5350","-140","-2.55","5400","5420","5210","29408","156471760","106625500000","19930000"
"241520","DSC인베스트먼트","KOSDAQ","중견기업부","7210","-190","-2.57","7430","7520","7150","244824","1770428310","194670000000","27000000"
"155660","DSR","KOSPI",,"4015","-15","-0.37","4040","4040","4005","9256","37191760","64240000000","16000000"
"069730","DSR제강","KOSPI",,"3690","-15","-0.40","3720","3720","3675","3365","12420980","53136000000","14400000"
"017860","DS단석","KOSPI",,"25350","100","0.40","25400","25700","24800","72881","1833341375","445759774200","17584212"
"180400","DXVX","KOSDAQ","관리종목(소속부없음)","1895","-14","-0.73","1909","1944","1860","79782","152470129","93270823640","49219432"
"092780","DYP","KOSPI",,"4380","-95","-2.12","4475","4930","4315","775163","3618222717","57677854800","13168460"
"017940","E1","KOSPI",,"83300","-100","-0.12","84200","84200","80600","17040","1393510600","571438000000","6860000"
"418620","E8","KOSDAQ","기술성장기업부","4925","-375","-7.08","5320","5360","4870","579907","2895459490","63288599225","12850477"
"245620","EDGC","KOSDAQ","관리종목(소속부없음)","415","0","0.00","0","0","0","0","0","57474989665","138493951"
"037370","EG","KOSDAQ","벤처기업부","5955","25","0.42","6080","6080","5850","13376","78945135","51361708260","8624972"
"278990","EMB","KONEX","일반기업부","3090","120","4.04","3100","3100","2800","2277","7006095","14945807790","4836831"
"365550","ESR켄달스퀘어리츠","KOSPI",,"4230","25","0.59","4205","4240","4190","379553","1601143375","901366470000","213089000"
"050120","ES큐브","KOSDAQ","중견기업부","2760","-110","-3.83","2850","2930","2700","25681","71073450","37436877360","13564086"
"383220","F&F","KOSPI",,"82200","1000","1.23","80800","82200","80300","42626","3474865650","3148841565000","38307075"
"007700","F&F홀딩스","KOSPI",,"22650","-850","-3.62","23650","23650","21600","187184","4167573525","885940412550","39114367"
"214270","FSN","KOSDAQ","중견기업부","3240","-130","-3.86","3405","3405","3200","390483","1272423735","133064101080","41069167"
"130500","GH신소재","KOSDAQ","우량기업부","2925","-15","-0.51","2955","2955","2865","94606","274729426","42544277100","14545052"
"114090","GKL","KOSPI",,"15470","690","4.67","14780","15580","14740","374100","5680759070","956907214900","61855670"
"900290","GRT","KOSDAQ","외국기업(소속부없음)","2920","-80","-2.67","3020","3045","2900","204083","598438473","236082000000","80850000"
"078930","GS","KOSPI",,"48250","-500","-1.03","48950","49000","46850","228871","10972160850","4483166988500","92915378"
"083450","GST","KOSDAQ","우량기업부","19100","-210","-1.09","19250","19280","18850","123639","2351856710","352013000000","18430000"
"006360","GS건설","KOSPI",,"21000","150","0.72","20850","21100","20450","333421","6923418875","1797211290000","85581490"
"001250","GS글로벌","KOSPI",,"2720","-30","-1.09","2750","2755","2695","582639","1580895109","224491838080","82533764"
"007070","GS리테일","KOSPI",,"17220","130","0.76","17100","17240","16920","105495","1803589970","1439719686300","83607415"
"078935","GS우","KOSPI",,"44300","-300","-0.67","44600","44700","43450","9800","430702150","79067791800","1784826"
"499790","GS피앤엘","KOSPI",,"35500","-550","-1.53","36250","36250","34450","99065","3478956200","703994855500","19830841"
"297890","HB솔루션","KOSDAQ","우량기업부","2355","-40","-1.67","2415","2415","2305","388438","907633074","172246852470","73140914"
"440290","HB인베스트먼트","KOSDAQ","중견기업부","2170","-30","-1.36","2185","2205","2145","75610","163306562","58822211700","27107010"
"078150","HB테크놀러지","KOSDAQ","우량기업부","1879","-26","-1.36","1905","1914","1860","803130","1505186418","174213206164","92715916"
"012630","HDC","KOSPI",,"23100","-1400","-5.71","24550","24550","22800","211742","4913733550","1380033755100","59741721"
"039570","HDC랩스","KOSPI",,"9690","160","1.68","9680","10410","9540","121398","1198528090","251529153690","25957601"
"089470","HDC현대EP","KOSPI",,"3965","-10","-0.25","3980","4020","3935","10974","43369950","126483500000","31900000"
"294870","HDC현대산업개발","KOSPI",,"22650","-350","-1.52","23100","23100","22150","328517","7352328600","1492801024500","65907330"
"009540","HD한국조선해양","KOSPI",,"342500","-22500","-6.16","361000","364500","337000","342022","118187012000","24239792230000","70773116"
"267250","HD현대","KOSPI",,"124200","-6300","-4.83","130800","130800","121100","425535","52576460400","9810941157000","78993085"
"267270","HD현대건설기계","KOSPI",,"88200","12700","16.82","81300","89800","79500","2928404","252077481150","1557769789800","17661789"
"443060","HD현대마린솔루션","KOSPI",,"201500","-7000","-3.36","204500","209000","198500","70712","14254611100","9033085815000","44829210"
"071970","HD현대마린엔진","KOSPI",,"48100","-1900","-3.80","50000","50000","47550","374789","18110583525","1631623909500","33921495"
"010620","HD현대미포","KOSPI",,"193900","-14100","-6.78","206500","209500","192100","368589","72561366800","7744782691100","39942149"
"322000","HD현대에너지솔루션","KOSPI",,"44050","-100","-0.23","44750","45350","43450","80620","3569640000","493360000000","11200000"
"042670","HD현대인프라코어","KOSPI",,"13040","540","4.32","12940","13150","12180","8679409","111380338375","2511387057280","192591032"
"267260","HD현대일렉트릭","KOSPI",,"480500","-27500","-5.41","501000","502000","471500","214670","103874026000","17320648367500","36047135"
"329180","HD현대중공업","KOSPI",,"403000","-17500","-4.16","419000","420000","400000","167530","68458120750","35775565748000","88773116"
"097230","HJ중공업","KOSPI",,"7550","-330","-4.19","7820","7820","7510","520725","3967174870","628720821550","83274281"
"195940","HK이노엔","KOSDAQ GLOBAL","우량기업부","42750","150","0.35","42800","43300","42400","104232","4459991900","1211102840250","28329891"
"014790","HL D&I","KOSPI",,"2735","-85","-3.01","2800","2800","2705","57848","158399910","103543273735","37858601"
"028300","HLB","KOSDAQ","중견기업부","49900","-200","-0.40","49850","50300","49050","223347","11070344525","6558380203500","131430465"
"003580","HLB글로벌","KOSPI",,"2610","-15","-0.57","2625","2645","2590","73320","190957830","131326268580","50316578"
"278650","HLB바이오스텝","KOSDAQ","중견기업부","1486","14","0.95","1474","1489","1462","119212","175367445","129290230954","87005539"
"343090","HLB사이언스","KONEX","일반기업부","994","16","1.64","998","1006","981","1373","1367650","17734760134","17841811"
"067630","HLB생명과학","KOSDAQ","투자주의환기종목(소속부없음)","4950","30","0.61","4920","4975","4830","169135","826477994","603489437100","121917058"
"024850","HLB이노베이션","KOSDAQ","중견기업부","1862","49","2.70","1813","1865","1800","165925","302638692","268694277026","144304123"
"187420","HLB제넥스","KOSDAQ","기술성장기업부","3180","35","1.11","3145","3180","3105","34099","107463088","92652104760","29135882"
"047920","HLB제약","KOSDAQ","기술성장기업부","17410","-10","-0.06","17490","17490","17130","40872","707010815","570897507960","32791356"
"115450","HLB테라퓨틱스","KOSDAQ","중견기업부","4765","-90","-1.85","4860","4880","4695","600447","2853910587","402027348030","84370902"
"046210","HLB파나진","KOSDAQ","벤처기업부","2045","47","2.35","2025","2045","1980","69580","139770148","92078325420","45026076"
"196300","HLB펩","KOSDAQ","관리종목(소속부없음)","8630","0","0.00","8630","8690","8530","19783","169942200","80202024740","9293398"
"204320","HL만도","KOSPI",,"33900","200","0.59","33900","34050","33300","313580","10579492275","1591846368000","46957120"
"060980","HL홀딩스","KOSPI",,"41350","-750","-1.78","42200","42200","40650","10149","418718100","388850313950","9403877"
"011200","HMM","KOSPI",,"23250","-50","-0.21","23650","23750","23000","1228975","28555140500","23832168282000","1025039496"
"403870","HPSP","KOSDAQ GLOBAL","우량기업부","26950","-750","-2.71","27400","27500","26800","253179","6842042725","2250286407600","83498568"
"036640","HRS","KOSDAQ","우량기업부","5460","-50","-0.91","5550","5550","5410","44003","239382805","89297208000","16354800"
"035000","HS애드","KOSPI",,"7940","60","0.76","7990","7990","7780","13198","103554440","131545227460","16567409"
"002460","HS화성","KOSPI",,"11210","-160","-1.41","11380","11380","11140","8631","96514730","113781500000","10150000"
"487570","HS효성","KOSPI",,"85300","-6300","-6.88","96400","100800","82000","450628","40195047550","317821573100","3725927"
"298050","HS효성첨단소재","KOSPI",,"229500","6500","2.91","225000","231000","218000","29789","6738709750","1028148066000","4479948"
